,badge,work_date,cost_center,num_hours,category,description,ws_rule,ws_rule_text,status,race,,,
2142,7369,10/7/19,2931,10,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2143,7371,10/7/19,2929,10.05,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2144,7374,10/7/19,2731,11.5,4000,Regular Hours,B11&8B01,Body B-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2145,7376,10/7/19,2912,10.1,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2146,7377,10/7/19,1809,10,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2147,7378,10/7/19,2940,10.02,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2148,7383,10/7/19,1806,8.02,4000,Regular Hours,APBC,A-Shift Paint App B/C,Active,Non-Hispanic/Latino,,,
2149,7384,10/7/19,2721,10,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2150,7390,10/7/19,1811,10.58,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2151,7393,10/7/19,2931,8.27,4000,Regular Hours,BPOW,B-Shift Paint Shop: Repr,Active,Non-Hispanic/Latino,,,
2152,7396,10/7/19,2779,8.02,4000,Regular Hours,AICP,A-Shift ICP,Active,Non-Hispanic/Latino,,,
2153,7398,10/7/19,2940,10.1,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2154,7399,10/7/19,2941,10.57,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
2155,7401,10/7/19,2837,10.8,4000,Regular Hours,APBC,A-Shift Paint App B/C,Active,Non-Hispanic/Latino,,,
2156,7402,10/7/19,2738,10,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2157,7404,10/7/19,1959,8.12,4000,Regular Hours,AICP,A-Shift ICP,Active,Hispanic/Latino,,,
2158,7406,10/7/19,2736,10.05,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2159,7407,10/7/19,2651,7.95,4000,Regular Hours,AICP,A-Shift ICP,Active,Non-Hispanic/Latino,,,
2160,7408,10/7/19,2914,10,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2161,7410,10/7/19,2930,10.28,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2162,7412,10/7/19,2865,9.15,4000,Regular Hours,BPFI,B-Shift Z4 Assembly,Active,Non-Hispanic/Latino,,,
2163,7413,10/7/19,2927,10.03,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2164,7414,10/7/19,2927,10.82,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2165,7472,10/7/19,2833,10,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2166,7475,10/7/19,2806,10.58,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
2167,7476,10/7/19,2830,10,4000,Regular Hours,B2000AF1,B-Shift Assy SL 1,Active,Non-Hispanic/Latino,,,
2168,7477,10/7/19,2925,10.13,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2169,7480,10/7/19,1804,10,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2170,7482,10/7/19,2906,8.63,4000,Regular Hours,APZA,A-Shift Paint Z3 Asm,Active,Non-Hispanic/Latino,,,
2171,7484,10/7/19,1806,10.03,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2172,7486,10/7/19,1806,9.42,4000,Regular Hours,AICP,A-Shift ICP,Active,Non-Hispanic/Latino,,,
2173,7488,10/7/19,2817,10.03,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2174,7524,10/7/19,1811,10.05,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2175,7528,10/7/19,1790,11.5,4000,Regular Hours,A11&8P62,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2176,7532,10/7/19,1222,11.5,2010,75% STD,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2177,7533,10/7/19,2820,8.35,4000,Regular Hours,AZA1,A-Shift Z3 Asm Team 1,Active,Hispanic/Latino,,,
2178,7535,10/7/19,2837,10,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2179,7538,10/7/19,2931,10.76,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
2180,7546,10/7/19,2925,10.7,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Hispanic/Latino,,,
2181,7580,10/7/19,1830,11.02,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
2182,7584,10/7/19,2942,10.05,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
2183,7585,10/7/19,2942,10.02,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2184,7587,10/7/19,1830,10.6,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
2185,7590,10/7/19,2713,10,4000,Regular Hours,AXB2,A-Shift X5 Body Team 2,Active,Non-Hispanic/Latino,,,
2186,7596,10/7/19,2645,10.48,4000,Regular Hours,SHFA,A-Shift,Active,Non-Hispanic/Latino,,,
2187,7604,10/7/19,1715,8,4000,Regular Hours,A0850L30,A 8 Hour Paint 850-1720,Active,Non-Hispanic/Latino,,,
2188,7696,10/7/19,2801,10.02,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2189,7697,10/7/19,2817,10.05,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2190,7699,10/7/19,2820,10.62,4000,Regular Hours,AZA1,A-Shift Z3 Asm Team 1,Active,Non-Hispanic/Latino,,,
2191,7700,10/7/19,1639,11.5,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2192,7702,10/7/19,1750,9.52,4000,Regular Hours,A11&8P11,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2193,7703,10/7/19,1815,10,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2194,7705,10/7/19,1630,11.5,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2195,7706,10/7/19,1820,10.75,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
2196,7708,10/7/19,2828,10.8,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
2197,7718,10/7/19,2843,10.38,4000,Regular Hours,A0700PS3,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2198,7719,10/7/19,1806,8.9,4000,Regular Hours,AICP,A-Shift ICP,Active,Non-Hispanic/Latino,,,
2199,7720,10/7/19,2906,10.03,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2200,7725,10/7/19,1830,10,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2201,7726,10/7/19,1720,11.5,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2202,7729,10/7/19,2929,10.02,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2203,7730,10/7/19,2727,10.03,4000,Regular Hours,AXB2,A-Shift X5 Body Team 2,Active,Non-Hispanic/Latino,,,
2204,7731,10/7/19,2630,10.07,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2205,7732,10/7/19,1731,7.92,4000,Regular Hours,A0850L30,A 8 Hour Paint 850-1720,Active,Non-Hispanic/Latino,,,
2206,7757,10/7/19,1805,10,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2207,7758,10/7/19,2923,10.08,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2208,7759,10/7/19,1715,11.5,2004,Military,A11&8P14,Paint A-Shift 8hr/11.5hr,Inactive,Hispanic/Latino,,,
2209,7760,10/7/19,2930,10.5,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2210,7762,10/7/19,2906,10.02,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2211,7771,10/7/19,1639,11.48,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2212,7772,10/7/19,1735,8,4000,Regular Hours,AICP,A-Shift ICP,Active,Non-Hispanic/Latino,,,
2213,7774,10/7/19,2726,11.48,4000,Regular Hours,B11&8B01,Body B-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2214,7778,10/7/19,2727,10.52,4000,Regular Hours,AXB2,A-Shift X5 Body Team 2,Active,Non-Hispanic/Latino,,,
2215,7779,10/7/19,2721,8.03,4000,Regular Hours,AZB1,A-Shift Z3 Body Team 1,Active,Non-Hispanic/Latino,,,
2216,7792,10/7/19,2731,10.8,4000,Regular Hours,B11&8B01,Body B-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2217,7793,10/7/19,1720,11.55,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2218,7794,10/7/19,1720,11.55,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2219,7800,10/7/19,2721,11.5,2010,75% STD,B11&8B01,Body B-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2220,7803,10/7/19,1735,8,4000,Regular Hours,AICP,A-Shift ICP,Active,Non-Hispanic/Latino,,,
2221,7804,10/7/19,1640,11.23,4000,Regular Hours,B11&8P01,Paint B-Shift 11.5hr/8.0h,Active,Non-Hispanic/Latino,,,
2222,7814,10/7/19,1721,8.88,4000,Regular Hours,B11&8P01,Paint B-Shift 11.5hr/8.0h,Active,Non-Hispanic/Latino,,,
2223,7829,10/7/19,2945,10.08,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
2224,7830,10/7/19,2931,10.22,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2225,7885,10/7/19,2820,10.15,4000,Regular Hours,APBC,A-Shift Paint App B/C,Active,Non-Hispanic/Latino,,,
2226,7886,10/7/19,1808,8,4000,Regular Hours,AZA1,A-Shift Z3 Asm Team 1,Active,Non-Hispanic/Latino,,,
2227,7887,10/7/19,2666,8.97,4000,Regular Hours,ABUB,A-Shift Bdy Underbody,Active,Non-Hispanic/Latino,,,
2228,7998,10/7/19,1830,8.13,4000,Regular Hours,B2000AC1,B-Shift 20:00 St 8 hr M-F,Active,Non-Hispanic/Latino,,,
2229,7999,10/7/19,1830,10,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2230,8006,10/7/19,2723,10.12,4000,Regular Hours,AXB2,A-Shift X5 Body Team 2,Active,Non-Hispanic/Latino,,,
2231,8008,10/7/19,2779,11.8,4000,Regular Hours,B11&8B01,Body B-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2232,8009,10/7/19,2923,10.46,4000,Regular Hours,A0700PS3,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2233,8011,10/7/19,2721,11.5,4000,Regular Hours,B11&8B01,Body B-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2234,8013,10/7/19,2630,9.93,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2235,8015,10/7/19,1760,11.5,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2236,8017,10/7/19,2929,10.1,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
2237,8020,10/7/19,2942,10.05,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
2238,8021,10/7/19,2616,10.02,4000,Regular Hours,AXB2,A-Shift X5 Body Team 2,Active,Non-Hispanic/Latino,,,
2239,8025,10/7/19,2928,10.46,4000,Regular Hours,A0700PS3,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2240,8026,10/7/19,2811,10.63,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
2241,8027,10/7/19,1809,11.15,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2242,8031,10/7/19,2905,10.15,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Hispanic/Latino,,,
2243,8033,10/7/19,2830,10,4000,Regular Hours,B2000AF3,B-Shift Assy SL 3,Active,Non-Hispanic/Latino,,,
2244,8034,10/7/19,2713,9.95,4000,Regular Hours,AXB3,A-Shift X5 Body Team 3,Active,Non-Hispanic/Latino,,,
2245,8035,10/7/19,1740,11.5,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2246,8037,10/7/19,1750,10.02,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2247,8041,10/7/19,2736,10.08,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2248,8042,10/7/19,2713,9.95,4000,Regular Hours,AXB3,A-Shift X5 Body Team 3,Active,Non-Hispanic/Latino,,,
2249,8043,10/7/19,2931,10,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2250,8048,10/7/19,2807,10.03,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2251,8051,10/7/19,2817,10.05,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2252,8053,10/7/19,2929,10.73,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
2253,8055,10/7/19,2905,10.42,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
2254,8057,10/7/19,2611,11.5,4000,Regular Hours,A11&8B01,Body A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2255,8058,10/7/19,2810,10.15,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2256,8060,10/7/19,2929,10.02,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2257,8061,10/7/19,1399,11.78,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
2258,8062,10/7/19,2721,9.23,4000,Regular Hours,AICP,A-Shift ICP,Active,Non-Hispanic/Latino,,,
2259,8065,10/7/19,2808,10.02,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2260,8067,10/7/19,2779,9.83,4000,Regular Hours,A0700AA1,A-Shift 07:00 Start 10 hr,Active,Non-Hispanic/Latino,,,
2261,8069,10/7/19,2941,10,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2262,8072,10/7/19,2713,10.03,4000,Regular Hours,AXB3,A-Shift X5 Body Team 3,Active,Non-Hispanic/Latino,,,
2263,8073,10/7/19,2904,11,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2264,8074,10/7/19,2925,10.62,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
2265,8077,10/7/19,2713,9.98,4000,Regular Hours,AXB3,A-Shift X5 Body Team 3,Active,Non-Hispanic/Latino,,,
2266,8078,10/7/19,2736,10.02,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2267,8079,10/7/19,2930,10,2000,Vacation,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2268,8082,10/7/19,1806,8.02,4000,Regular Hours,APBC,A-Shift Paint App B/C,Active,Non-Hispanic/Latino,,,
2269,8088,10/7/19,1833,9,4000,Regular Hours,A0630AD2,A-Shift 06:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
2270,8089,10/7/19,2927,10.02,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2271,8092,10/7/19,2817,10.05,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2272,8097,10/7/19,2751,10,4000,Regular Hours,AXB3,A-Shift X5 Body Team 3,Active,Non-Hispanic/Latino,,,
2273,8098,10/7/19,2931,10.02,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2274,8100,10/7/19,2713,9.95,4000,Regular Hours,AXB2,A-Shift X5 Body Team 2,Active,Non-Hispanic/Latino,,,
2275,8102,10/7/19,2713,10.42,4000,Regular Hours,AXB3,A-Shift X5 Body Team 3,Active,Non-Hispanic/Latino,,,
2276,8103,10/7/19,2931,10.05,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
2277,8105,10/7/19,2714,10,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
2278,8109,10/7/19,2936,10.33,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2279,8134,10/7/19,2927,10.03,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2280,8152,10/7/19,2812,10.07,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2281,8154,10/7/19,1810,10.92,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
2282,8158,10/7/19,2654,8,2000,Vacation,AZA1,A-Shift Z3 Asm Team 1,Active,Non-Hispanic/Latino,,,
2283,8159,10/7/19,2911,10.07,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2284,8162,10/7/19,2942,8.38,4000,Regular Hours,BQMB,B-Shift Qual Man Body,Active,Non-Hispanic/Latino,,,
2285,8166,10/7/19,1830,10.67,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
2286,8167,10/7/19,2945,10.1,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
2287,8168,10/7/19,2927,10,2000,Vacation,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
2288,8169,10/7/19,2828,10.7,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
2289,8171,10/7/19,2936,10,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2290,8172,10/7/19,1720,11.63,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2291,8174,10/7/19,1645,11.4,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2292,8176,10/7/19,2942,10,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2293,8178,10/7/19,2751,6.02,4000,Regular Hours,AZB1,A-Shift Z3 Body Team 1,Active,Non-Hispanic/Latino,,,
2294,8183,10/7/19,2820,10.1,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2295,8185,10/7/19,1730,11.5,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2296,8187,10/7/19,2737,8,2000,Vacation,B2000AC1,B-Shift 20:00 St 8 hr M-F,Active,Non-Hispanic/Latino,,,
2297,8189,10/7/19,2928,8,4000,Regular Hours,BPOW,B-Shift Paint Shop: Repr,Active,Non-Hispanic/Latino,,,
2298,8211,10/7/19,1809,10.61,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
2299,8217,10/7/19,2927,10.03,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2300,8220,10/7/19,1809,9.87,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2301,8224,10/7/19,1364,10.62,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2302,8229,10/7/19,1755,11.53,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2303,8230,10/7/19,2742,10.35,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
2304,8231,10/7/19,1625,11.5,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2305,8232,10/7/19,1222,8.58,4000,Regular Hours,A0700L30,A-Paint Shop Lunch 30,Active,Non-Hispanic/Latino,,,
2306,8236,10/7/19,1715,11.5,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2307,8239,10/7/19,2812,10.05,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2308,8256,10/7/19,2812,10.12,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2309,8257,10/7/19,1765,11.5,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2310,8259,10/7/19,2802,10.32,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2311,8262,10/7/19,1645,11.23,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2312,8265,10/7/19,2713,9.97,4000,Regular Hours,AXB2,A-Shift X5 Body Team 2,Active,Non-Hispanic/Latino,,,
2313,8267,10/7/19,1820,9.88,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2314,8268,10/7/19,2810,10.12,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2315,8270,10/7/19,2843,10.3,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2316,8271,10/7/19,2713,11.45,4000,Regular Hours,B11&8B01,Body B-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2317,8272,10/7/19,2727,10.03,4000,Regular Hours,AXB3,A-Shift X5 Body Team 3,Active,Non-Hispanic/Latino,,,
2318,8274,10/7/19,1809,11.52,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
2319,8275,10/7/19,1810,10.47,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2320,8278,10/7/19,2779,11.5,4000,Regular Hours,A11&8P12,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2321,8283,10/7/19,2612,11.03,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2322,8284,10/7/19,2817,8.3,4000,Regular Hours,AICP,A-Shift ICP,Active,Non-Hispanic/Latino,,,
2323,8286,10/7/19,2736,10.67,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
2324,8288,10/7/19,1745,11.45,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2325,8291,10/7/19,2726,9.95,4000,Regular Hours,AXB3,A-Shift X5 Body Team 3,Active,Non-Hispanic/Latino,,,
2326,8292,10/7/19,2806,8.48,4000,Regular Hours,APUB,A-Shift UBS,Active,Non-Hispanic/Latino,,,
2327,8296,10/7/19,1749,11.5,4000,Regular Hours,A11&8P14,Paint A-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2328,8297,10/7/19,2699,10.52,4000,Regular Hours,AXB2,A-Shift X5 Body Team 2,Active,Non-Hispanic/Latino,,,
2329,8299,10/7/19,1642,10.02,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
2330,8303,10/7/19,2630,10,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2331,8304,10/7/19,2713,11.5,4000,Regular Hours,B11&8B01,Body B-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
2332,8305,10/7/19,1750,11.5,4000,Regular Hours,B11&8P01,Paint B-Shift 11.5hr/8.0h,Active,Non-Hispanic/Latino,,,
2333,8306,10/7/19,1831,10.67,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
2334,8310,10/7/19,2813,10.07,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2335,8311,10/7/19,2723,2.67,4000,Regular Hours,AXB3,A-Shift X5 Body Team 3,Active,Non-Hispanic/Latino,,,
2336,8312,10/7/19,2802,10.03,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
2337,8314,10/7/19,2809,10.25,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
